YEAR,STATE,COUNTY_NAME,RATE_PER_100,,,,,
2023,NV,Lincoln County,54.9,,,,,
2023,NV,Washoe County,46.6,,,,,
2023,NV,Nye County,41.3,,,,,
2023,NV,Mineral County,40.8,,,,,
2023,NV,Clark County,40.1,,,,,
2023,NV,Douglas County,30,,,,,
2023,NV,Churchill County,25.5,,,,,
2023,NV,Elko County,23.5,,,,,
2023,NV,White Pine County,21.9,,,,,
2023,NV,Humboldt County,11.6,,,,,
2023,NV,Pershing County,9.9,,,,,
2023,NV,Lyon County,3.6,,,,,
2023,NV,Eureka County,3.1,,,,,
2023,NV,Lander County,0.7,,,,,
2023,NV,Esmeralda County,Data unavailable,,,,,
2023,NY,Chemung County,66.9,,,,,
2023,NY,Warren County,61.8,,,,,
2023,NY,Clinton County,54.3,,,,,
2023,NY,Montgomery County,49.4,,,,,
2023,NY,New York County,49.3,,,,,
2023,NY,Erie County,48.5,,,,,
2023,NY,Onondaga County,48.3,,,,,
2023,NY,Albany County,46.8,,,,,
2023,NY,Broome County,45.1,,,,,
2023,NY,Otsego County,42.5,,,,,
2023,NY,Tompkins County,40.4,,,,,
2023,NY,Sullivan County,40.3,,,,,
2023,NY,Genesee County,40.2,,,,,
2023,NY,Franklin County,38.1,,,,,
2023,NY,Cattaraugus County,36.9,,,,,
2023,NY,Jefferson County,36.4,,,,,
2023,NY,Nassau County,33.8,,,,,
2023,NY,Schuyler County,33.2,,,,,
2023,NY,Steuben County,32.9,,,,,
2023,NY,Monroe County,32.8,,,,,
2023,NY,Oneida County,32.5,,,,,
2023,NY,Chautauqua County,32.1,,,,,
2023,NY,St. Lawrence County,28.2,,,,,
2023,NY,Saratoga County,27.7,,,,,
2023,NY,Dutchess County,26.6,,,,,
2023,NY,Essex County,26.6,,,,,
2023,NY,Cortland County,26.4,,,,,
2023,NY,Madison County,26.4,,,,,
2023,NY,Suffolk County,26.4,,,,,
2023,NY,Ontario County,26.2,,,,,
2023,NY,Columbia County,25.8,,,,,
2023,NY,Ulster County,25.6,,,,,
2023,NY,Seneca County,25.1,,,,,
2023,NY,Schenectady County,24.8,,,,,
2023,NY,Putnam County,24.6,,,,,
2023,NY,Niagara County,23.2,,,,,
2023,NY,Fulton County,22.7,,,,,
2023,NY,Livingston County,22.5,,,,,
2023,NY,Richmond County,22.5,,,,,
2023,NY,Schoharie County,22.4,,,,,
2023,NY,Hamilton County,22.2,,,,,
2023,NY,Orange County,22.1,,,,,
2023,NY,Chenango County,21.8,,,,,
2023,NY,Cayuga County,21.1,,,,,
2023,NY,Rensselaer County,20.2,,,,,
2023,NY,Allegany County,19.1,,,,,
2023,NY,Oswego County,18.9,,,,,
2023,NY,Westchester County,18.2,,,,,
2023,NY,Greene County,17.8,,,,,
2023,NY,Wyoming County,17,,,,,
2023,NY,Washington County,16.3,,,,,
2023,NY,Orleans County,15.9,,,,,
2023,NY,Delaware County,15.7,,,,,
2023,NY,Rockland County,15.6,,,,,
2023,NY,Tioga County,15.3,,,,,
2023,NY,Yates County,15.1,,,,,
2023,NY,Herkimer County,14.9,,,,,
2023,NY,Bronx County,14.3,,,,,
2023,NY,Lewis County,13.8,,,,,
2023,NY,Kings County,12.1,,,,,
2023,NY,Wayne County,10.5,,,,,
2023,NY,Queens County,10.4,,,,,
2023,OH,Scioto County,69.3,,,,,
2023,OH,Allen County,67.9,,,,,
2023,OH,Lucas County,67.8,,,,,
2023,OH,Washington County,66.4,,,,,
2023,OH,Mahoning County,64.3,,,,,
2023,OH,Montgomery County,59.6,,,,,
2023,OH,Marion County,56.8,,,,,
2023,OH,Ross County,56.7,,,,,
2023,OH,Hamilton County,55.6,,,,,
2023,OH,Franklin County,52.2,,,,,
2023,OH,Muskingum County,52.2,,,,,
2023,OH,Greene County,51.4,,,,,
2023,OH,Defiance County,50.1,,,,,
2023,OH,Gallia County,48.5,,,,,
2023,OH,Jackson County,48.3,,,,,
2023,OH,Stark County,48.2,,,,,
2023,OH,Jefferson County,47.9,,,,,
2023,OH,Fayette County,47.8,,,,,
2023,OH,Summit County,47.7,,,,,
2023,OH,Hancock County,47.5,,,,,
2023,OH,Cuyahoga County,45,,,,,
2023,OH,Pike County,44.2,,,,,
2023,OH,Clinton County,41.9,,,,,
2023,OH,Fairfield County,40.7,,,,,
2023,OH,Athens County,40.4,,,,,
2023,OH,Erie County,38,,,,,
2023,OH,Clark County,37.8,,,,,
2023,OH,Tuscarawas County,36.1,,,,,
2023,OH,Butler County,36,,,,,
2023,OH,Huron County,35.1,,,,,
2023,OH,Lawrence County,33.6,,,,,
2023,OH,Shelby County,33.3,,,,,
2023,OH,Ashtabula County,32.6,,,,,
2023,OH,Brown County,32.4,,,,,
2023,OH,Delaware County,31.8,,,,,
2023,OH,Highland County,31.8,,,,,
2023,OH,Guernsey County,30.6,,,,,
2023,OH,Hocking County,30.4,,,,,
2023,OH,Trumbull County,30.3,,,,,
2023,OH,Clermont County,30.1,,,,,
2023,OH,Lake County,28.8,,,,,
2023,OH,Crawford County,27.3,,,,,
2023,OH,Richland County,27.2,,,,,
2023,OH,Logan County,26.6,,,,,
2023,OH,Pickaway County,26.1,,,,,
2023,OH,Wood County,25.7,,,,,
2023,OH,Lorain County,25.6,,,,,
2023,OH,Perry County,25.6,,,,,
2023,OH,Union County,24.9,,,,,
2023,OH,Coshocton County,24.6,,,,,
2023,OH,Adams County,23.7,,,,,
2023,OH,Warren County,23.4,,,,,
2023,OH,Van Wert County,23,,,,,
2023,OH,Williams County,22.3,,,,,
2023,OH,Sandusky County,21.4,,,,,
2023,OH,Mercer County,21.1,,,,,
2023,OH,Wayne County,20.6,,,,,
2023,OH,Columbiana County,20.5,,,,,
2023,OH,Geauga County,20.4,,,,,
2023,OH,Licking County,20.1,,,,,
2023,OH,Miami County,19.8,,,,,
2023,OH,Ashland County,19.7,,,,,
2023,OH,Knox County,18.8,,,,,
2023,OH,Medina County,18.7,,,,,
2023,OH,Belmont County,18.6,,,,,
2023,OH,Portage County,17.9,,,,,
2023,OH,Darke County,17.8,,,,,
2023,OH,Seneca County,16.2,,,,,
2023,OH,Auglaize County,16,,,,,
2023,OH,Madison County,15.9,,,,,
2023,OH,Harrison County,15.8,,,,,
2023,OH,Fulton County,14.8,,,,,
2023,OH,Ottawa County,14.7,,,,,
2023,OH,Morgan County,14.5,,,,,
2023,OH,Henry County,14.3,,,,,
2023,OH,Carroll County,13,,,,,
2023,OH,Preble County,12.9,,,,,
2023,OH,Wyandot County,12.2,,,,,
2023,OH,Champaign County,11.4,,,,,
2023,OH,Paulding County,11.3,,,,,
2023,OH,Putnam County,11.1,,,,,
2023,OH,Hardin County,9.2,,,,,
2023,OH,Morrow County,8.3,,,,,
2023,OH,Noble County,7.5,,,,,
2023,OH,Meigs County,7.3,,,,,
2023,OH,Monroe County,7.1,,,,,
2023,OH,Holmes County,6.9,,,,,
2023,OH,Vinton County,3.9,,,,,
2023,OK,Harmon County,126.5,,,,,
2023,OK,Kingfisher County,125.7,,,,,
2023,OK,Beckham County,92.3,,,,,
2023,OK,Tulsa County,90.8,,,,,
2023,OK,Love County,87.5,,,,,
2023,OK,Oklahoma County,82.9,45.4,121%,,,
2023,OK,Carter County,73.3,,,,,
2023,OK,Pontotoc County,67.3,,,,,
2023,OK,Garfield County,66.2,,,,,
2023,OK,Adair County,62.9,,,,,
2023,OK,Roger Mills County,59.9,,,,,
2023,OK,Bryan County,56.9,,,,,
2023,OK,Stephens County,55.2,,,,,
2023,OK,Latimer County,54.1,,,,,
2023,OK,Comanche County,51.3,,,,,
2023,OK,Muskogee County,49.6,,,,,
2023,OK,Pittsburg County,49.3,,,,,
2023,OK,Pottawatomie County,47.5,,,,,
2023,OK,Ottawa County,46.3,,,,,
2023,OK,Payne County,45.6,,,,,
2023,OK,Jackson County,43.9,,,,,
2023,OK,Ellis County,42.7,,,,,
2023,OK,Garvin County,37.5,,,,,
2023,OK,Cleveland County,36.9,,,,,
2023,OK,Cherokee County,36.6,,,,,
2023,OK,Washington County,36,,,,,
2023,OK,Pawnee County,34,,,,,
2023,OK,Nowata County,33.2,,,,,
2023,OK,Kay County,32.6,,,,,
2023,OK,Le Flore County,31.7,,,,,
2023,OK,Woodward County,30.4,,,,,
2023,OK,Delaware County,30.2,,,,,
2023,OK,Haskell County,29,,,,,
2023,OK,Jefferson County,27.8,,,,,
2023,OK,Mayes County,27.4,,,,,
2023,OK,Murray County,23.8,,,,,
2023,OK,Canadian County,22.8,,,,,
2023,OK,Major County,21,,,,,
2023,OK,Seminole County,20.6,,,,,
2023,OK,Washita County,20.6,,,,,
2023,OK,McClain County,20.5,,,,,
2023,OK,Lincoln County,20.4,,,,,
2023,OK,Rogers County,19.7,,,,,
2023,OK,Greer County,19.5,,,,,
2023,OK,Kiowa County,18.8,,,,,
2023,OK,Noble County,18.7,,,,,
2023,OK,Tillman County,18.7,,,,,
2023,OK,Alfalfa County,18.5,,,,,
2023,OK,Craig County,18.4,,,,,
2023,OK,Custer County,17,,,,,
2023,OK,Grady County,16.7,,,,,
2023,OK,Blaine County,16.3,,,,,
2023,OK,Hughes County,16.2,,,,,
2023,OK,Atoka County,16,,,,,
2023,OK,Coal County,15.9,,,,,
2023,OK,Sequoyah County,15.2,,,,,
2023,OK,McCurtain County,15.1,,,,,
2023,OK,Creek County,14.5,,,,,
2023,OK,Caddo County,14,,,,,
2023,OK,Woods County,13.4,,,,,
2023,OK,Grant County,13.3,,,,,
2023,OK,Okmulgee County,12.8,,,,,
2023,OK,Texas County,12.8,,,,,
2023,OK,Johnston County,12.6,,,,,
2023,OK,Choctaw County,12.5,,,,,
2023,OK,Marshall County,11.7,,,,,
2023,OK,Osage County,11.7,,,,,
2023,OK,McIntosh County,10.4,,,,,
2023,OK,Wagoner County,10.1,,,,,
2023,OK,Dewey County,8.8,,,,,
2023,OK,Harper County,5.9,,,,,
2023,OK,Okfuskee County,5.3,,,,,
2023,OK,Logan County,5,,,,,
2023,OK,Cotton County,4.1,,,,,
2023,OK,Cimarron County,2.7,,,,,
2023,OK,Pushmataha County,2.7,,,,,
2023,OK,Beaver County,1,,,,,
2023,OR,Jackson County,76.2,,,,,
2023,OR,Hood River County,75.2,,,,,
2023,OR,Curry County,63.5,,,,,
2023,OR,Malheur County,63,,,,,
2023,OR,Coos County,56.1,,,,,
2023,OR,Lane County,54.4,,,,,
2023,OR,Douglas County,52.4,,,,,
2023,OR,Benton County,51.3,,,,,
2023,OR,Wallowa County,50.4,,,,,
2023,OR,Harney County,48.6,,,,,
2023,OR,Deschutes County,48.1,,,,,
2023,OR,Tillamook County,47.9,,,,,
2023,OR,Union County,47,,,,,
2023,OR,Baker County,45.5,,,,,
2023,OR,Grant County,43.5,,,,,
2023,OR,Multnomah County,42.5,,,,,
2023,OR,Josephine County,41.9,,,,,
2023,OR,Wasco County,41.4,,,,,
2023,OR,Marion County,36.8,,,,,
2023,OR,Clatsop County,36.3,,,,,
2023,OR,Lake County,33.4,,,,,
2023,OR,Lincoln County,31.4,,,,,
2023,OR,Klamath County,30.9,,,,,
2023,OR,Washington County,30.6,,,,,
2023,OR,Yamhill County,27.1,,,,,
2023,OR,Clackamas County,26.2,,,,,
2023,OR,Crook County,25.9,,,,,
2023,OR,Linn County,22.8,,,,,
2023,OR,Umatilla County,21.2,,,,,
2023,OR,Columbia County,21.1,,,,,
2023,OR,Gilliam County,19.5,,,,,
2023,OR,Jefferson County,17.2,,,,,
2023,OR,Polk County,17.2,,,,,
2023,OR,Wheeler County,16,,,,,
2023,OR,Morrow County,12.3,,,,,
2023,OR,Sherman County,1.2,,,,,
2023,PA,Montour County,230,,,,,
2023,PA,Mercer County,61.4,,,,,
2023,PA,Fayette County,58.1,,,,,
2023,PA,Blair County,57.3,,,,,
2023,PA,Erie County,53.8,,,,,
2023,PA,Bradford County,53.2,,,,,
2023,PA,Crawford County,53,,,,,
2023,PA,Allegheny County,52.9,,,,,
2023,PA,Cambria County,51.5,,,,,
2023,PA,Lackawanna County,50.6,,,,,
2023,PA,Union County,50.1,,,,,
2023,PA,McKean County,47.5,,,,,
2023,PA,Dauphin County,46.9,,,,,
2023,PA,Lawrence County,46,,,,,
2023,PA,Lycoming County,43.6,,,,,
2023,PA,Clearfield County,42.6,,,,,
2023,PA,Northampton County,41.3,,,,,
2023,PA,Montgomery County,40,,,,,
2023,PA,Luzerne County,38.8,,,,,
2023,PA,Venango County,37.9,,,,,
2023,PA,Columbia County,37.6,,,,,
2023,PA,Clinton County,37.4,,,,,
2023,PA,Washington County,37,,,,,
2023,PA,Philadelphia County,36.6,,,,,
2023,PA,Lehigh County,36.4,,,,,
2023,PA,Warren County,34.7,,,,,
2023,PA,Potter County,34.1,,,,,
2023,PA,Cumberland County,33.5,,,,,
2023,PA,Elk County,33.5,,,,,
2023,PA,York County,33.4,,,,,
2023,PA,Bucks County,33.3,,,,,
2023,PA,Delaware County,33.1,,,,,
2023,PA,Clarion County,32.3,,,,,
2023,PA,Westmoreland County,32.3,,,,,
2023,PA,Mifflin County,31.8,,,,,
2023,PA,Snyder County,27.7,,,,,
2023,PA,Tioga County,27.3,,,,,
2023,PA,Lancaster County,26.6,,,,,
2023,PA,Wyoming County,26.6,,,,,
2023,PA,Northumberland County,26.2,,,,,
2023,PA,Jefferson County,25.9,,,,,
2023,PA,Centre County,25.8,,,,,
2023,PA,Chester County,25.4,,,,,
2023,PA,Beaver County,24.8,,,,,
2023,PA,Armstrong County,24.5,,,,,
2023,PA,Berks County,24.2,,,,,
2023,PA,Butler County,24.2,,,,,
2023,PA,Monroe County,23.7,,,,,
2023,PA,Bedford County,23.6,,,,,
2023,PA,Franklin County,22.7,,,,,
2023,PA,Adams County,21.8,,,,,
2023,PA,Indiana County,21.3,,,,,
2023,PA,Somerset County,20.9,,,,,
2023,PA,Lebanon County,20.6,,,,,
2023,PA,Schuylkill County,20.3,,,,,
2023,PA,Cameron County,19.3,,,,,
2023,PA,Pike County,18.9,,,,,
2023,PA,Carbon County,18.6,,,,,
2023,PA,Huntingdon County,17.5,,,,,
2023,PA,Sullivan County,16.9,,,,,
2023,PA,Greene County,16.4,,,,,
2023,PA,Susquehanna County,14.8,,,,,
2023,PA,Juniata County,14.6,,,,,
2023,PA,Wayne County,13.9,,,,,
2023,PA,Fulton County,12.2,,,,,
2023,PA,Perry County,12.1,,,,,
2023,PA,Forest County,1.5,,,,,
2023,RI,Kent County,43.2,,,,,
2023,RI,Providence County,30.4,,,,,
2023,RI,Washington County,27.3,,,,,
2023,RI,Newport County,20.4,,,,,
2023,RI,Bristol County,14.7,,,,,
2023,SC,Florence County,98,,,,,
2023,SC,Charleston County,88.6,,,,,
2023,SC,Darlington County,80,,,,,
2023,SC,Greenwood County,72,,,,,
2023,SC,Spartanburg County,60.2,,,,,
2023,SC,Greenville County,59.7,,,,,
2023,SC,Anderson County,57.9,,,,,
2023,SC,Richland County,56.3,,,,,
2023,SC,Pickens County,54.1,,,,,
2023,SC,Allendale County,53,,,,,
2023,SC,Clarendon County,51,,,,,
2023,SC,Horry County,51,,,,,
2023,SC,Sumter County,47.6,,,,,
2023,SC,Barnwell County,47.3,,,,,
2023,SC,Oconee County,47,,,,,
2023,SC,Dillon County,45.9,,,,,
2023,SC,Lexington County,45.7,,,,,
2023,SC,Beaufort County,42.2,,,,,
2023,SC,Cherokee County,41.6,,,,,
2023,SC,Colleton County,38.7,,,,,
2023,SC,Kershaw County,37.5,,,,,
2023,SC,Newberry County,35,,,,,
2023,SC,Orangeburg County,34.4,,,,,
2023,SC,Chester County,32.8,,,,,
2023,SC,Marion County,31.7,,,,,
2023,SC,Aiken County,31.2,,,,,
2023,SC,Georgetown County,31,,,,,
2023,SC,Laurens County,27.4,,,,,
2023,SC,Abbeville County,25.5,,,,,
2023,SC,Lancaster County,24.2,,,,,
2023,SC,York County,22.6,,,,,
2023,SC,Williamsburg County,21.1,,,,,
2023,SC,Chesterfield County,20.6,,,,,
2023,SC,Dorchester County,19.9,,,,,
2023,SC,Berkeley County,19.4,,,,,
2023,SC,Jasper County,17.3,,,,,
2023,SC,Bamberg County,17.1,,,,,
2023,SC,Fairfield County,16.1,,,,,
2023,SC,Hampton County,15.2,,,,,
2023,SC,Edgefield County,15.1,,,,,
2023,SC,Marlboro County,13,,,,,
2023,SC,McCormick County,11.4,,,,,
2023,SC,Calhoun County,7.8,,,,,
2023,SC,Lee County,6.9,,,,,
2023,SC,Saluda County,5.2,,,,,
2023,SC,Union County,4.8,,,,,
2023,SD,Union County,163.5,,,,,
2023,SD,Perkins County,99.4,,,,,
2023,SD,Haakon County,90.3,,,,,
2023,SD,Jerauld County,68.5,,,,,
2023,SD,Brown County,57.8,,,,,
2023,SD,Brule County,55.3,,,,,
2023,SD,Hutchinson County,49.7,,,,,
2023,SD,Minnehaha County,49.5,,,,,
2023,SD,Pennington County,47.6,,,,,
2023,SD,Gregory County,43.6,,,,,
2023,SD,Davison County,40.5,,,,,
2023,SD,Yankton County,37.7,,,,,
2023,SD,Roberts County,35,,,,,
2023,SD,Hughes County,34.5,,,,,
2023,SD,Hyde County,31.7,,,,,
2023,SD,Lincoln County,30.5,,,,,
2023,SD,Tripp County,29.9,,,,,
2023,SD,Beadle County,28.2,,,,,
2023,SD,Lawrence County,27.3,,,,,
2023,SD,Fall River County,26.2,,,,,
2023,SD,Walworth County,26.2,,,,,
2023,SD,Edmunds County,25.2,,,,,
2023,SD,Codington County,23.9,,,,,
2023,SD,Grant County,23.8,,,,,
2023,SD,Aurora County,23.1,,,,,
2023,SD,Custer County,22.7,,,,,
2023,SD,Spink County,22.1,,,,,
2023,SD,Lake County,21.3,,,,,
2023,SD,Day County,21.1,,,,,
2023,SD,Brookings County,20.1,,,,,
2023,SD,Charles Mix County,18.4,,,,,
2023,SD,Miner County,16,,,,,
2023,SD,Clay County,15.3,,,,,
2023,SD,Douglas County,15.3,,,,,
2023,SD,Kingsbury County,15,,,,,
2023,SD,Turner County,14,,,,,
2023,SD,Moody County,12.2,,,,,
2023,SD,Clark County,10.5,,,,,
2023,SD,Meade County,10.5,,,,,
2023,SD,Marshall County,9.1,,,,,
2023,SD,Hand County,8.5,,,,,
2023,SD,Corson County,7.7,,,,,
2023,SD,Butte County,6.9,,,,,
2023,SD,Stanley County,6.3,,,,,
2023,SD,McCook County,5.8,,,,,
2023,SD,Jackson County,5.5,,,,,
2023,SD,Bennett County,5.3,,,,,
2023,SD,Sanborn County,5.3,,,,,
2023,SD,Todd County,4.7,,,,,
2023,SD,Sully County,4.5,,,,,
2023,SD,Lyman County,4.3,,,,,
2023,SD,Bon Homme County,3.8,,,,,
2023,SD,Harding County,3.2,,,,,
2023,SD,Mellette County,3.2,,,,,
2023,SD,Potter County,3.2,,,,,
2023,SD,Dewey County,3.1,,,,,
2023,SD,Jones County,3,,,,,
2023,SD,Campbell County,2.8,,,,,
2023,SD,McPherson County,2.3,,,,,
2023,SD,Deuel County,1.6,,,,,
2023,SD,Faulk County,1.6,,,,,
2023,SD,Hamlin County,1.3,,,,,
2023,SD,Buffalo County,1.1,,,,,
2023,SD,Oglala Lakota County,0.2,,,,,
2023,SD,Hanson County,Data unavailable,,,,,
2023,SD,Ziebach County,Data unavailable,,,,,
2023,TN,Madison County,130.4,,,,,
2023,TN,Washington County,123.5,,,,,
2023,TN,Sullivan County,118.7,,,,,
2023,TN,Carroll County,110.6,,,,,
2023,TN,Hardin County,107.4,,,,,
2023,TN,Hamblen County,103.3,,,,,
2023,TN,Coffee County,103.1,,,,,
2023,TN,Bradley County,99.6,,,,,
2023,TN,Hamilton County,91.7,,,,,
2023,TN,Claiborne County,91.6,,,,,
2023,TN,Knox County,81.8,,,,,
2023,TN,Putnam County,78.6,,,,,
2023,TN,Obion County,78.5,,,,,
2023,TN,Davidson County,74,,,,,
2023,TN,Wayne County,73.9,,,,,
2023,TN,Henry County,66.4,,,,,
2023,TN,Unicoi County,66.3,,,,,
2023,TN,Cocke County,64.4,,,,,
2023,TN,Perry County,62.7,,,,,
2023,TN,Weakley County,62.2,,,,,
2023,TN,Scott County,61.5,,,,,
2023,TN,Houston County,61.2,,,,,
2023,TN,Maury County,57.7,,,,,
2023,TN,McNairy County,57.2,,,,,
2023,TN,Dickson County,56.2,,,,,
2023,TN,McMinn County,56.2,,,,,
2023,TN,Franklin County,56.1,,,,,
2023,TN,Fentress County,53.9,,,,,
2023,TN,Shelby County,53,,,,,
2023,TN,Monroe County,52.4,,,,,
2023,TN,Greene County,51.8,,,,,
2023,TN,Benton County,51,,,,,
2023,TN,Gibson County,50.3,,,,,
2023,TN,Decatur County,49.4,,,,,
2023,TN,Dyer County,49,,,,,
2023,TN,Jefferson County,48.7,,,,,
2023,TN,Bledsoe County,47.2,,,,,
2023,TN,Rhea County,47,,,,,
2023,TN,Lauderdale County,46.7,,,,,
2023,TN,Anderson County,45.7,,,,,
2023,TN,Sumner County,45.4,,,,,
2023,TN,Rutherford County,44.6,,,,,
2023,TN,Williamson County,43.7,,,,,
2023,TN,Giles County,43.4,,,,,
2023,TN,Overton County,43.3,,,,,
2023,TN,Wilson County,42.4,,,,,
2023,TN,Blount County,42.2,,,,,
2023,TN,Smith County,41.8,,,,,
2023,TN,Pickett County,40.7,,,,,
2023,TN,Roane County,40.4,,,,,
2023,TN,Sevier County,38.7,,,,,
2023,TN,Cumberland County,36,,,,,
2023,TN,Johnson County,35.7,,,,,
2023,TN,Montgomery County,35.4,,,,,
2023,TN,Warren County,34.5,,,,,
2023,TN,Marion County,32.2,,,,,
2023,TN,Polk County,31.3,,,,,
2023,TN,DeKalb County,29.9,,,,,
2023,TN,Tipton County,29.5,,,,,
2023,TN,Hardeman County,29.1,,,,,
2023,TN,Humphreys County,29.1,,,,,
2023,TN,Campbell County,28.2,,,,,
2023,TN,Cheatham County,28.2,,,,,
2023,TN,Hawkins County,27.2,,,,,
2023,TN,Robertson County,26.9,,,,,
2023,TN,Carter County,26.5,,,,,
2023,TN,Grundy County,26.1,,,,,
2023,TN,Marshall County,26.1,,,,,
2023,TN,Chester County,26,,,,,
2023,TN,Lincoln County,25.5,,,,,
2023,TN,Clay County,25.3,,,,,
2023,TN,Morgan County,25.2,,,,,
2023,TN,Henderson County,24.4,,,,,
2023,TN,Meigs County,24,,,,,
2023,TN,Lawrence County,23.3,,,,,
2023,TN,Bedford County,23,,,,,
2023,TN,Haywood County,22.1,,,,,
2023,TN,Grainger County,21.8,,,,,
2023,TN,Lewis County,21.7,,,,,
2023,TN,Crockett County,20.9,,,,,
2023,TN,Hancock County,17.9,,,,,
2023,TN,Fayette County,17.7,,,,,
2023,TN,Loudon County,17.7,,,,,
2023,TN,White County,16.5,,,,,
2023,TN,Hickman County,16,,,,,
2023,TN,Trousdale County,15.2,,,,,
2023,TN,Cannon County,14.2,,,,,
2023,TN,Sequatchie County,13.5,,,,,
2023,TN,Moore County,12,,,,,
2023,TN,Union County,11.7,,,,,
2023,TN,Lake County,10.5,,,,,
2023,TN,Macon County,9,,,,,
2023,TN,Stewart County,9,,,,,
2023,TN,Jackson County,3.4,,,,,
2023,TN,Van Buren County,2.2,,,,,
2023,TX,Gregg County,105.1,,,,,
2023,TX,Red River County,99.1,,,,,
2023,TX,Smith County,95.7,,,,,
2023,TX,Bowie County,92.8,,,,,
2023,TX,Potter County,92.8,,,,,
2023,TX,Hardeman County,81.5,,,,,
2023,TX,Somervell County,77.2,,,,,
2023,TX,Armstrong County,73.7,,,,,
2023,TX,Lubbock County,72.9,,,,,
2023,TX,Wichita County,70.3,,,,,
2023,TX,Taylor County,68.9,,,,,
2023,TX,Gillespie County,68.6,,,,,
2023,TX,Grayson County,61.1,,,,,
2023,TX,Childress County,60.2,,,,,
2023,TX,Jefferson County,59.8,,,,,
2023,TX,Nueces County,59.5,,,,,
2023,TX,Victoria County,57.6,,,,,
2023,TX,Angelina County,55.3,,,,,
2023,TX,Lamar County,54.6,,,,,
2023,TX,Nacogdoches County,52.9,,,,,
2023,TX,Hood County,52.6,,,,,
2023,TX,Hamilton County,50.2,,,,,
2023,TX,Fayette County,47.2,,,,,
2023,TX,Wilbarger County,47.1,,,,,
2023,TX,Runnels County,46.8,,,,,
2023,TX,Sutton County,46.6,,,,,
2023,TX,Gray County,44.7,,,,,
2023,TX,Cass County,43.7,,,,,
2023,TX,Bell County,43.5,,,,,
2023,TX,Orange County,43.4,,,,,
2023,TX,Brown County,42.4,,,,,
2023,TX,McLennan County,41.9,,,,,
2023,TX,Culberson County,41.7,,,,,
2023,TX,Young County,41.6,,,,,
2023,TX,Ector County,41,,,,,
2023,TX,Hopkins County,40.6,,,,,
2023,TX,Dallas County,39.8,,,,,
2023,TX,Tarrant County,39.5,,,,,
2023,TX,Comanche County,39.4,,,,,
2023,TX,Tom Green County,38.7,,,,,
2023,TX,Mitchell County,38,,,,,
2023,TX,Bexar County,37.7,,,,,
2023,TX,Matagorda County,35.5,,,,,
2023,TX,Titus County,35.1,,,,,
2023,TX,Galveston County,33.9,,,,,
2023,TX,Erath County,33.8,,,,,
2023,TX,Kerr County,33.4,,,,,
2023,TX,DeWitt County,33.3,,,,,
2023,TX,Floyd County,32.6,,,,,
2023,TX,Terrell County,32.6,,,,,
2023,TX,Travis County,32.2,,,,,
2023,TX,Henderson County,32,,,,,
2023,TX,Harris County,31.5,,,,,
2023,TX,Johnson County,31.3,,,,,
2023,TX,Montgomery County,31.2,,,,,
2023,TX,Rockwall County,31.1,,,,,
2023,TX,Terry County,31.1,,,,,
2023,TX,Harrison County,30.8,,,,,
2023,TX,Brazos County,30.7,,,,,
2023,TX,Wise County,30.7,,,,,
2023,TX,Limestone County,30.3,,,,,
2023,TX,San Augustine County,30,,,,,
2023,TX,Montague County,29.5,,,,,
2023,TX,Washington County,29.4,,,,,
2023,TX,Crockett County,28.9,,,,,
2023,TX,Ward County,28.9,,,,,
2023,TX,Eastland County,28.8,,,,,
2023,TX,Midland County,28.2,,,,,
2023,TX,Hill County,27.7,,,,,
2023,TX,Hutchinson County,27.7,,,,,
2023,TX,Jim Wells County,27.2,,,,,
2023,TX,Anderson County,27.1,,,,,
2023,TX,Baylor County,26.4,,,,,
2023,TX,Collin County,26.1,,,,,
2023,TX,Kendall County,26.1,,,,,
2023,TX,Nolan County,26.1,,,,,
2023,TX,Sabine County,25.7,,,,,
2023,TX,Briscoe County,25.4,,,,,
2023,TX,Denton County,25.2,,,,,
2023,TX,Hale County,25.1,,,,,
2023,TX,Williamson County,24.7,,,,,
2023,TX,Palo Pinto County,24.3,,,,,
2023,TX,Moore County,24.2,,,,,
2023,TX,Parker County,24.2,,,,,
2023,TX,Polk County,24.2,,,,,
2023,TX,Wood County,24.2,,,,,
2023,TX,Hays County,24,,,,,
2023,TX,Martin County,23.8,,,,,
2023,TX,San Patricio County,23.5,,,,,
2023,TX,El Paso County,23.4,,,,,
2023,TX,Falls County,23.3,,,,,
2023,TX,Brazoria County,23.2,,,,,
2023,TX,Randall County,22.9,,,,,
2023,TX,Hunt County,22.8,,,,,
2023,TX,Cooke County,22.7,,,,,
2023,TX,Jasper County,22.7,,,,,
2023,TX,Llano County,22.2,,,,,
2023,TX,Morris County,22,,,,,
2023,TX,Jeff Davis County,21.8,,,,,
2023,TX,Parmer County,21.8,,,,,
2023,TX,Karnes County,21.4,,,,,
2023,TX,Ellis County,21.1,,,,,
2023,TX,Calhoun County,20.8,,,,,
2023,TX,Comal County,20.8,,,,,
2023,TX,Reeves County,20.8,,,,,
2023,TX,Ochiltree County,20.6,,,,,
2023,TX,Burnet County,20.3,,,,,
2023,TX,Kleberg County,20.2,,,,,
2023,TX,Rusk County,20.1,,,,,
2023,TX,Wharton County,20.1,,,,,
2023,TX,Hall County,19.8,,,,,
2023,TX,Lynn County,19.8,,,,,
